Wavelength Ref(90)     Ref(60)   Ref(45)     Ref(30)    TotErr(90)   TotErr(60)	 TotErr(45)  TotErr(30)
538.181    0.969194    0.692343  0.592668    0.569197    0.0197336    0.0192383  0.0190568    0.0190138
538.529    0.973785    0.690572  0.592895    0.580342    0.0202361    0.0197419  0.0195686    0.0195462
538.876    0.98416     0.687946  0.590005    0.576524    0.0198411    0.0193113  0.0191329    0.0191083
539.223    0.979355    0.698613  0.599153    0.590053    0.0201365    0.0196315  0.0194495    0.0194327
539.571    0.976108    0.700436  0.59162     0.592652    0.01877      0.0182139  0.0179897    0.0179919
539.918    0.968648    0.686731  0.585767    0.57512     0.0141164    0.0133517  0.013067     0.0130366
540.265    0.956792    0.670887  0.57449     0.558969    0.0182706    0.0176985  0.0175014    0.0174695
540.613    0.97463     0.68631   0.580838    0.569655    0.0193098    0.0187808  0.0185835    0.0185625
540.96     0.973738    0.705109  0.589495    0.585292    0.0174698    0.0169164  0.0166725    0.0166636
541.307    0.969764    0.689313  0.595966    0.576705    0.0179761    0.0174108  0.0172185    0.0171786
541.654    0.984495    0.69581   0.594789    0.581237    0.0166829    0.0160459  0.0158169    0.0157859
542.001    0.968406    0.688451  0.586949    0.574772    0.0152516    0.0145834  0.0143334    0.0143032
542.348    0.975095    0.690981  0.583945    0.580665    0.0186944    0.0181431  0.0179311    0.0179245
542.695    0.96676     0.686673  0.581728    0.57099     0.0196361    0.0191183  0.0189206    0.0189003
543.042    0.962518    0.668921  0.580974    0.564529    0.0203377    0.019829   0.019674     0.0196449
543.388    0.960968    0.689964  0.580398    0.573013    0.0202216    0.0197599  0.0195701    0.0195572
543.735    0.971207    0.686708  0.58642     0.58082     0.016471     0.0158771  0.0156624    0.0156504
544.082    0.971411    0.67959   0.587095    0.575836    0.0177506    0.0171865  0.0170038    0.0169814
544.429    0.976141    0.692754  0.589505    0.586133    0.018997     0.0184854  0.0182954    0.0182892
544.775    0.979521    0.702634  0.597975    0.592485    0.0208379    0.0203642  0.0201823    0.0201727
545.122    0.983031    0.708541  0.606308    0.598499    0.0191076    0.0185637  0.018357     0.0183412
545.469    0.972315    0.690151  0.592489    0.581604    0.019648     0.0190819  0.018882     0.0188596
545.815    0.965288    0.678923  0.578437    0.572223    0.018509     0.0178993  0.0176804    0.0176667
546.162    0.966539    0.674233  0.578813    0.569783    0.0177322    0.017091   0.0168764    0.0168559
546.508    0.95469     0.669104  0.574147    0.562495    0.019476     0.0189315  0.0187469    0.0187242
546.854    0.963093    0.673318  0.571952    0.558652    0.017231     0.0166376  0.016425     0.0163969
547.201    0.949267    0.668491  0.570022    0.552723    0.0192804    0.0188137  0.0186473    0.0186179
547.547    0.970451    0.696326  0.589577    0.580004    0.0171877    0.0166857  0.0164861    0.0164681
547.893    0.977521    0.704396  0.599265    0.587937    0.0167741    0.0162451  0.0160369    0.0160143
548.24     0.995066    0.710894  0.610573    0.603644    0.0173101    0.0167282  0.0165179    0.0165033
548.586    0.990306    0.705801  0.598321    0.598184    0.0196768    0.0191077  0.0188882    0.0188879
548.932    0.978394    0.685152  0.581227    0.578244    0.0216993    0.0211529  0.0209558    0.0209501
549.278    0.974209    0.678671  0.588113    0.572347    0.0180064    0.0173234  0.0171087    0.017071
549.624    0.965828    0.68071   0.57361     0.567848    0.0184861    0.0178625  0.0176226    0.0176096
549.97     0.978063    0.703951  0.595071    0.592037    0.0213168    0.0207879  0.0205741    0.0205681
550.316    0.980759    0.695033  0.604926    0.585225    0.0198528    0.0192323  0.0190324    0.0189884
550.662    0.971297    0.688411  0.580173    0.577484    0.0187924    0.018133   0.0178742    0.0178677
551.008    0.945409    0.648581  0.558077    0.548588    0.0163574    0.01561    0.0153748    0.01535
551.353    0.964529    0.665213  0.571682    0.552893    0.0185386    0.0179504  0.0177627    0.0177247
551.699    0.959906    0.681546  0.580596    0.558179    0.0196835    0.0192081  0.0190328    0.0189936
552.045    0.994737    0.714257  0.614023    0.598199    0.0189537    0.0184343  0.018245     0.018215
552.391    0.976701    0.700438  0.599986    0.58728     0.0165332    0.0159119  0.0156799    0.0156504
552.736    0.969676    0.681547  0.585079    0.573927    0.0193115    0.018753   0.0185623    0.0185401
553.082    0.956917    0.678807  0.579171    0.570748    0.0194845    0.0189464  0.0187499    0.0187332
553.427    0.985441    0.692189  0.596315    0.579741    0.0180429    0.0174142  0.0172036    0.017167
553.773    0.990103    0.705639  0.604338    0.600664    0.0176421    0.0169734  0.0167288    0.0167199
554.118    0.966531    0.683241  0.583706    0.578892    0.0178688    0.0171974  0.0169552    0.0169434
554.464    0.959666    0.663286  0.568558    0.562068    0.0195736    0.0189682  0.0187706    0.018757
554.809    0.947123    0.659953  0.560062    0.550189    0.0174602    0.0168473  0.0166289    0.0166071
555.154    0.960771    0.686289  0.587031    0.570589    0.0198388    0.01935    0.0191702    0.0191403
555.5      0.983712    0.700191  0.593945    0.584616    0.0203073    0.0198074  0.0196167    0.0195999
555.845    0.994257    0.708057  0.610255    0.603091    0.0175514    0.0169304  0.0167129    0.0166968
556.19     0.973565    0.688387  0.593739    0.582275    0.0213525    0.0208231  0.0206443    0.0206226
556.535    0.971147    0.686034  0.58939     0.589286    0.0208709    0.0202976  0.0200996    0.0200994
556.88     0.962683    0.669182  0.569537    0.560408    0.0173734    0.0166709  0.0164256    0.0164029
557.225    0.978655    0.685241  0.58887     0.583891    0.0196261    0.0190158  0.018811     0.0188003
557.57     0.984385    0.691744  0.590584    0.582164    0.0217578    0.0211976  0.0210004    0.0209839
557.915    0.989157    0.70057   0.606613    0.585904    0.0187463    0.0180619  0.0178334    0.0177827
558.26     0.970983    0.679813  0.592441    0.573903    0.0191312    0.0184402  0.0182277    0.0181823
558.605    0.975304    0.681299  0.584834    0.574111    0.0191442    0.018442   0.0182056    0.0181792
558.95     0.968721    0.664568  0.56767     0.567744    0.0196073    0.0189212  0.0186973    0.0186975
559.295    0.931275    0.658725  0.553198    0.546251    0.0191698    0.0186024  0.0183781    0.0183632
559.639    0.95076     0.662293  0.569888    0.558935    0.0196062    0.0190678  0.0188921    0.0188711
559.984    0.95663     0.677075  0.571159    0.559196    0.0194225    0.0189323  0.0187433    0.0187218
560.329    0.975519    0.694748  0.585511    0.571004    0.0193826    0.0189005  0.0187096    0.0186841
560.673    0.98504     0.691241  0.594772    0.5771      0.0207709    0.0202983  0.0201408    0.0201117
561.018    0.992915    0.703645  0.601183    0.59314     0.0188348    0.0182948  0.0180997    0.0180843
561.362    0.980216    0.68976   0.589121    0.59148     0.0216837    0.021192   0.021019     0.0210231
561.707    0.972817    0.688065  0.578891    0.57696     0.0196157    0.0190528  0.0188325    0.0188286
562.051    0.964677    0.670966  0.565545    0.566472    0.01933      0.0187503  0.0185377    0.0185396
562.395    0.966152    0.673453  0.576049    0.561209    0.0207752    0.0202429  0.0200626    0.020035
562.74     0.967363    0.677127  0.577272    0.567888    0.0191848    0.0186379  0.0184461    0.0184279
563.084    0.957463    0.676118  0.578798    0.566109    0.0196761    0.0191761  0.019        0.018977
563.428    0.954922    0.675452  0.572838    0.557909    0.0175444    0.0170108  0.0168106    0.0167813
563.772    0.977044    0.69308   0.588887    0.581831    0.0217382    0.0212992  0.0211358    0.0211247
564.117    0.964465    0.676039  0.5789      0.569228    0.0143315    0.0136554  0.01342      0.0133963
564.461    0.972227    0.687354  0.580778    0.574595    0.0187063    0.0182047  0.0180135    0.0180023
564.805    0.971641    0.688218  0.586166    0.573908    0.0190753    0.0185755  0.0183923    0.0183701
565.149    0.961006    0.674345  0.576438    0.570638    0.020195     0.0197219  0.0195576    0.0195479
565.493    0.966456    0.672933  0.578171    0.576568    0.0187611    0.0182416  0.0180707    0.0180677
565.836    0.955591    0.669324  0.565461    0.56305     0.0211347    0.0206992  0.0205389    0.0205351
566.18     0.963496    0.672837  0.579012    0.566712    0.0204299    0.0199827  0.0198362    0.0198169
566.524    0.934121    0.638112  0.544885    0.530926    0.0198515    0.0194379  0.0193058    0.019286
566.868    0.952924    0.672831  0.575971    0.558518    0.0180637    0.0176623  0.0175214    0.0174959
567.212    0.962669    0.679016  0.580277    0.563907    0.0183651    0.0179805  0.0178447    0.0178221
567.555    0.958304    0.679045  0.573207    0.559681    0.0190922    0.0187372  0.0186009    0.0185835
567.899    0.946675    0.653325  0.552177    0.540095    0.0182085    0.0178476  0.0177215    0.0177063
568.242    0.957925    0.665969  0.562525    0.547206    0.0191628    0.0188505  0.0187386    0.018722
568.586    0.940867    0.647511  0.54926     0.537228    0.0167544    0.0164357  0.0163276    0.0163143
568.929    0.941162    0.649823  0.551056    0.539177    0.0191052    0.0188631  0.0187802    0.0187703
569.273    0.952668    0.66238   0.559859    0.546738    0.0175943    0.017362   0.0172792    0.0172686
569.616    0.969131    0.686839  0.581874    0.566175    0.0192454    0.0190443  0.018969     0.0189577
569.96     0.95641     0.668661  0.565203    0.555991    0.0178772    0.017662   0.0175839    0.017577
570.303    0.959267    0.659291  0.562894    0.54651     0.0191847    0.0189882  0.0189246    0.0189138
570.646    0.960679    0.672091  0.572603    0.558447    0.0189223    0.0187365  0.018672     0.0186628
570.989    0.957423    0.657152  0.557367    0.547264    0.0193344    0.0191555  0.0190956    0.0190896
571.333    0.977438    0.686325  0.582715    0.570781    0.0174189    0.0172264  0.0171574    0.0171494
571.676    0.984566    0.691863  0.58792     0.578392    0.0195606    0.0193783  0.0193131    0.0193071
572.019    0.997397    0.707797  0.599796    0.598532    0.0202599    0.0200553  0.0199785    0.0199776
572.362    0.943632    0.625576  0.525874    0.523925    0.017699     0.0174559  0.017379     0.0173775
572.705    0.934512    0.636783  0.535615    0.525593    0.0169873    0.0167833  0.0167134    0.0167065
573.048    0.950181    0.664677  0.562762    0.543305    0.0177877    0.0176212  0.0175614    0.0175499
573.391    0.953454    0.668365  0.5676      0.549275    0.0173168    0.0171569  0.0171       0.0170896
573.733    0.956443    0.674967  0.570798    0.5569      0.0179852    0.01784    0.0177859    0.0177787
574.076    0.955553    0.668763  0.566739    0.549946    0.0186248    0.0184851  0.0184351    0.0184269
574.419    0.978263    0.692621  0.586672    0.575594    0.0184783    0.0183337  0.0182798    0.0182741
574.762    0.982541    0.687178  0.580774    0.574589    0.0197572    0.0196022  0.0195461    0.0195428
575.104    0.998789    0.694707  0.589451    0.584372    0.0182121    0.0180153  0.0179467    0.0179433
575.447    0.956613    0.633412  0.541104    0.537749    0.0169248    0.0166921  0.0166251    0.0166226
575.789    0.939025    0.638086  0.537881    0.52953     0.0194104    0.0192413  0.0191846    0.0191799
576.132    0.947239    0.662056  0.552863    0.538499    0.0174886    0.0173335  0.0172738    0.0172659
576.474    0.959422    0.678023  0.572745    0.563173    0.0200907    0.0199593  0.0199099    0.0199054
576.817    0.935168    0.644343  0.544568    0.531535    0.0174339    0.0172982  0.0172514    0.0172453
577.159    0.938874    0.668232  0.561613    0.550602    0.0157001    0.0155752  0.0155258    0.0155207
577.501    0.963605    0.716813  0.608424    0.590645    0.0160522    0.0159437  0.0158958    0.015888
577.844    0.987984    0.723931  0.618598    0.610726    0.0188443    0.0187343  0.0186903    0.018687
578.186    1.0162      0.712611  0.605673    0.607441    0.0193719    0.0192189  0.0191647    0.0191656
578.528    0.979283    0.644971  0.54975     0.55023     0.0195673    0.0193789  0.0193249    0.0193252
578.87     0.968229    0.64748   0.550266    0.546059    0.018658     0.0184663  0.0184078    0.0184053
579.212    0.945166    0.638073  0.539388    0.533048    0.0197814    0.0196153  0.0195617    0.0195582
579.554    0.955913    0.663629  0.559032    0.548264    0.0181944    0.0180363  0.0179794    0.0179736
579.896    0.967296    0.674991  0.575377    0.562872    0.0193684    0.0192178  0.0191661    0.0191597
580.238    0.941947    0.642229  0.547261    0.53166     0.0188936    0.0187461  0.0186992    0.0186915
580.58     0.911139    0.630438  0.531027    0.512893    0.0146151    0.0144775  0.0144284    0.0144195
580.922    0.905606    0.728125  0.61874     0.596604    0.00349311   0.00314003 0.00290109   0.0028503
581.264    0.905561    0.797012  0.68777     0.668237    0.00345955   0.0032459  0.00301574   0.0029727
581.606    0.91708     0.744922  0.64043     0.627116    0.0167323    0.0166634  0.0166214    0.0166161
581.947    0.984024    0.698636  0.597541    0.591924    0.0157678    0.015632   0.0155836    0.0155809
582.289    1.01097     0.699599  0.599722    0.598926    0.0182356    0.0180807  0.0180308    0.0180304
582.631    1.01514     0.674797  0.575036    0.580399    0.0196421    0.0194478  0.0193905    0.0193936
582.972    0.977771    0.645278  0.551391    0.55667     0.0185325    0.018299   0.0182326    0.0182363
583.314    0.963666    0.633728  0.537038    0.536713    0.0185125    0.0182786  0.0182095    0.0182093
583.655    0.949094    0.64531   0.549778    0.542711    0.019029     0.0188283  0.0187647    0.01876
583.997    0.926029    0.630848  0.532802    0.519005    0.0190379    0.0188725  0.0188172    0.0188094
584.338    0.933324    0.6559    0.555301    0.536536    0.0182079    0.0180701  0.0180199    0.0180105
584.679    0.939106    0.670878  0.569247    0.552209    0.0177753    0.0176511  0.0176038    0.0175958
585.021    0.974855    0.710466  0.59943     0.586019    0.0180568    0.0179345  0.0178829    0.0178766
585.362    0.994279    0.698309  0.596611    0.589124    0.0196494    0.0195053  0.0194555    0.0194518
585.703    1.00463     0.686634  0.58355     0.581362    0.0202844    0.020111   0.0200545    0.0200533
586.044    0.957398    0.630308  0.534675    0.53587     0.0189123    0.0187101  0.0186506    0.0186514
586.385    0.944782    0.635585  0.535464    0.526567    0.0195186    0.0193512  0.0192967    0.0192918
586.726    0.945968    0.653751  0.549555    0.53956     0.0184001    0.0182484  0.018194     0.0181887
587.067    0.985721    0.712002  0.600495    0.58959     0.0191583    0.0190167  0.0189587    0.018953
587.408    0.984947    0.687085  0.586201    0.57807     0.0187021    0.0185251  0.0184647    0.0184598
587.749    0.986391    0.674002  0.573132    0.569959    0.0189021    0.0187006  0.018635     0.0186329
588.09     0.983536    0.670234  0.569206    0.564939    0.0201297    0.0199228  0.0198557    0.0198528
588.431    0.99507     0.679572  0.578705    0.572441    0.0188752    0.0186292  0.0185499    0.018545
588.772    0.981246    0.66172   0.562824    0.560512    0.0212081    0.0209628  0.0208862    0.0208845
589.113    0.960007    0.639956  0.541684    0.535512    0.0176678    0.0173781  0.0172882    0.0172826
589.453    0.966866    0.672074  0.567035    0.558576    0.0164559    0.016172   0.0160697    0.0160614
589.794    0.985445    0.689285  0.578619    0.574828    0.0181545    0.0178855  0.0177839    0.0177805
590.134    0.983598    0.683475  0.587722    0.57676     0.0186309    0.0183379  0.0182434    0.0182326
590.475    0.975664    0.663785  0.561208    0.556021    0.0172517    0.0169004  0.0167833    0.0167773
590.815    0.957347    0.647953  0.554478    0.543207    0.0219863    0.0217151  0.0216325    0.0216225
591.156    0.96928     0.676068  0.567414    0.561246    0.0170048    0.0166725  0.0165477    0.0165406
591.496    0.94377     0.648799  0.551981    0.541293    0.0181456    0.0178386  0.0177367    0.0177254
591.837    0.897556    0.598867  0.509202    0.48838     0.0176575    0.0174176  0.0173449    0.017328
592.177    0.928048    0.655359  0.548994    0.527897    0.0178958    0.0177196  0.0176504    0.0176367
592.517    0.952824    0.684755  0.575245    0.555637    0.0179255    0.0177736  0.0177111    0.0176999
592.857    0.99052     0.710682  0.603633    0.588288    0.0198157    0.0196611  0.0196016    0.0195931
593.198    0.993861    0.692644  0.588828    0.578565    0.0191103    0.0189166  0.0188494    0.0188428
593.538    1.01113     0.690433  0.586178    0.586954    0.0193115    0.0190658  0.0189852    0.0189858
593.878    0.977339    0.640238  0.545802    0.548718    0.0199637    0.0196865  0.0196081    0.0196105
594.218    0.947631    0.628239  0.530242    0.527739    0.0174251    0.0171355  0.0170457    0.0170434
594.558    0.947525    0.65485   0.552376    0.540029    0.0169971    0.0167484  0.0166605    0.0166499
594.898    0.967837    0.684876  0.582134    0.571056    0.0184764    0.0182495  0.0181665    0.0181575
595.237    0.994699    0.692373  0.593477    0.581607    0.0199371    0.0196883  0.0196062    0.0195963
595.577    0.987779    0.675083  0.56888     0.567819    0.0190729    0.0187655  0.01866      0.0186589
595.917    0.987645    0.662953  0.56518     0.568257    0.0208036    0.0204762  0.0203766    0.0203797
596.257    0.954697    0.627064  0.533286    0.526551    0.0184921    0.0181361  0.0180329    0.0180254
596.596    0.943991    0.648415  0.549516    0.545302    0.0199165    0.0196351  0.01954      0.019536
596.936    0.966976    0.675065  0.571276    0.558065    0.0203432    0.0200881  0.0199966    0.0199849
597.276    0.979727    0.691847  0.579232    0.573679    0.0185703    0.0182731  0.0181555    0.0181496
597.615    0.956646    0.648664  0.552321    0.541421    0.019139     0.0188305  0.018733     0.0187219
597.955    0.908207    0.602074  0.511402    0.497474    0.0189258    0.018676   0.0186014    0.0185899
598.294    0.945208    0.670416  0.565148    0.543494    0.0184642    0.0182709  0.0181964    0.018181
598.633    0.96683     0.691741  0.587468    0.567705    0.0205787    0.0204091  0.0203445    0.0203322
598.973    0.989185    0.688909  0.587195    0.576984    0.0189891    0.0187725  0.0186986    0.0186912
599.312    0.959617    0.65195   0.550731    0.549427    0.0198867    0.0196727  0.0196017    0.0196008
599.651    0.971893    0.672678  0.570144    0.55514     0.0190485    0.018832   0.0187572    0.0187462
599.991    0.980101    0.668403  0.574569    0.565256    0.0179564    0.017704   0.0176273    0.0176197
600.33     0.976878    0.668656  0.567188    0.56156     0.0189178    0.018676   0.0185957    0.0185912
600.669    0.98015     0.668081  0.571202    0.562364    0.018684     0.0184208  0.0183383    0.0183308
601.008    0.981921    0.669996  0.577222    0.569092    0.0194558    0.0191879  0.0191075    0.0191004
601.347    0.983475    0.665456  0.568323    0.563053    0.0197865    0.0194947  0.0194047    0.0193998
601.686    0.957114    0.640111  0.544844    0.534751    0.0189821    0.0186901  0.0186014    0.018592
602.025    0.971764    0.6719    0.572631    0.5604      0.0170287    0.0167205  0.0166172    0.0166044
602.364    0.944195    0.636606  0.541767    0.531923    0.0171752    0.0168866  0.0167966    0.0167872
602.702    0.973587    0.6743    0.571279    0.559636    0.0184029    0.018151   0.0180635    0.0180535
603.041    0.968375    0.674271  0.568752    0.560935    0.0189252    0.018687   0.0186008    0.0185944
603.38     0.988875    0.67697   0.581469    0.576691    0.0191254    0.0188564  0.0187733    0.0187691
603.719    0.990393    0.673569  0.574807    0.569904    0.0187552    0.0184475  0.0183505    0.0183457
604.057    0.971098    0.663396  0.564087    0.557118    0.0174486    0.0171034  0.0169905    0.0169826
604.396    0.966296    0.646115  0.553048    0.545514    0.016708     0.0163317  0.0162207    0.0162117
604.734    0.943058    0.64114   0.536523    0.532954    0.0205511    0.0202775  0.0201818    0.0201785
605.073    0.932486    0.643807  0.543814    0.529731    0.021172     0.0209605  0.0208868    0.0208764
605.411    0.969186    0.693128  0.58639     0.573565    0.0208005    0.0205945  0.0205143    0.0205046
605.75     0.976591    0.684402  0.581479    0.570527    0.020379     0.0201472  0.020065     0.0200562
606.088    0.982337    0.671801  0.571233    0.568775    0.0201812    0.0199     0.0198081    0.0198059
606.426    0.954093    0.636637  0.543518    0.533599    0.0175469    0.0172232  0.0171271    0.0171168
606.764    0.962351    0.657642  0.55451     0.552991    0.0207485    0.0204953  0.0204089    0.0204076
607.103    0.979668    0.680001  0.580931    0.567817    0.0178342    0.0175367  0.0174372    0.017424
607.441    0.974711    0.666665  0.569543    0.562567    0.0194868    0.0191816  0.0190843    0.0190773
607.779    0.979539    0.665415  0.55878     0.554592    0.0193084    0.0189757  0.0188615    0.018857
608.117    0.964866    0.655372  0.554446    0.541291    0.0198578    0.0195425  0.0194385    0.0194249
608.455    0.990787    0.687506  0.583882    0.575337    0.0221944    0.021902   0.0218012    0.0217928
608.793    0.964167    0.647461  0.553984    0.548998    0.0200073    0.0196489  0.0195419    0.0195362
609.131    0.941928    0.624767  0.531427    0.517864    0.0197497    0.0194244  0.0193276    0.0193135
609.469    0.961059    0.668461  0.563303    0.549163    0.0193657    0.0190819  0.0189789    0.018965
609.806    0.966813    0.687737  0.58526     0.563822    0.0205803    0.0203278  0.0202342    0.0202146
610.144    0.984786    0.692515  0.592314    0.584777    0.0180583    0.0177099  0.0175889    0.0175798
610.482    0.964955    0.644267  0.546345    0.538855    0.0186188    0.0182257  0.0181039    0.0180946
610.819    0.96499     0.657662  0.560335    0.550477    0.0163659    0.0159413  0.0158044    0.0157905
611.157    0.965318    0.666841  0.558908    0.554075    0.0197839    0.0194419  0.0193167    0.019311
611.495    0.972356    0.675319  0.576702    0.568877    0.0205825    0.0202339  0.0201168    0.0201075
611.832    0.975679    0.658987  0.556536    0.554984    0.0181833    0.0177511  0.017609     0.0176068
612.17     0.955787    0.656147  0.556163    0.547457    0.0176453    0.01723    0.0170892    0.0170768
612.507    0.959704    0.6613    0.562808    0.546567    0.0204874    0.0201417  0.0200263    0.0200072
612.844    0.963231    0.66769   0.569877    0.561141    0.0184504    0.0180633  0.0179334    0.0179217
613.182    0.967115    0.664218  0.565563    0.559733    0.0196823    0.0193068  0.019183     0.0191756
613.519    0.960141    0.661441  0.555279    0.548012    0.0199498    0.0195888  0.0194589    0.01945
613.856    0.958547    0.660689  0.564367    0.5474      0.019712     0.0193523  0.0192346    0.0192138
614.193    0.94954     0.649973  0.553224    0.540747    0.0206587    0.0203162  0.0202044    0.0201899
614.53     0.960999    0.660031  0.558641    0.542334    0.019731     0.0193874  0.0192702    0.0192513
614.867    0.959756    0.666506  0.563123    0.553419    0.0208948    0.0205877  0.0204783    0.020468
615.205    0.994435    0.691622  0.593955    0.581262    0.0213093    0.0209655  0.0208534    0.0208388
615.541    0.976307    0.661253  0.565356    0.563738    0.020103     0.0196989  0.0195743    0.0195721
615.878    0.971088    0.65071   0.55622     0.551589    0.0200449    0.0195919  0.0194562    0.0194496
616.215    0.968064    0.644376  0.55222     0.5402      0.0187888    0.0182984  0.0181564    0.0181378
616.552    0.96077     0.670372  0.562569    0.55782     0.0198423    0.0194226  0.0192644    0.0192574
616.889    0.949646    0.651664  0.554853    0.540888    0.019135     0.0187012  0.018558     0.0185373
617.226    0.9671      0.664747  0.570834    0.556109    0.0187703    0.0183376  0.0182012    0.0181797
617.562    0.968084    0.680454  0.578392    0.569238    0.0196128    0.0192053  0.0190587    0.0190454
617.899    0.984041    0.684746  0.581169    0.573527    0.0180836    0.0175645  0.0173812    0.0173676
618.235    0.997832    0.668659  0.571288    0.563906    0.0200617    0.0194879  0.0193149    0.0193018
618.572    0.970384    0.650311  0.55625     0.554469    0.0200866    0.0194792  0.0192971    0.0192937
618.908    0.947915    0.631545  0.536092    0.531614    0.018792     0.0181729  0.0179819    0.0179729
619.245    0.949245    0.65622   0.555056    0.542392    0.0162179    0.0156091  0.0153934    0.0153662
619.581    0.955765    0.674917  0.56867     0.554669    0.019632     0.0191786  0.0190042    0.0189811
619.918    0.993025    0.721476  0.61528     0.602955    0.0204139    0.019945   0.0197586    0.0197369
620.254    1.01469     0.693536  0.60094     0.595042    0.0208195    0.0201236  0.0199185    0.0199053
620.59     0.956825    0.619336  0.534366    0.529595    0.0203709    0.0195518  0.0193401    0.0193281
620.926    0.930921    0.620458  0.532865    0.523886    0.0211352    0.0204878  0.0203015    0.0202823
621.262    0.951381    0.665129  0.567305    0.548082    0.0218314    0.021317   0.0211383    0.0211031
621.599    0.962195    0.696055  0.59757     0.573321    0.0217797    0.0213184  0.0211451    0.0211022
621.935    0.947834    0.662563  0.561044    0.555867    0.0194093    0.0188472  0.018643     0.0186326
622.271    0.954979    0.663107  0.569239    0.551981    0.0212052    0.020718   0.0205589    0.0205295
622.606    0.949966    0.668175  0.572077    0.554373    0.0200506    0.0195822  0.0194199    0.0193899
622.942    0.977179    0.690488  0.586621    0.580082    0.0190428    0.0185277  0.0183375    0.0183255
623.278    0.977089    0.680299  0.579364    0.575712    0.0221929    0.0217003  0.0215303    0.0215241
623.614    0.937378    0.631979  0.53346     0.52264     0.0202196    0.0197041  0.019535     0.0195163
623.95     0.966106    0.669626  0.57258     0.55624     0.0205026    0.0200253  0.0198666    0.0198397
624.285    0.960237    0.673347  0.580877    0.564596    0.0192877    0.0187845  0.0186195    0.0185903
624.621    0.991138    0.694218  0.590184    0.584164    0.0187732    0.0181786  0.0179656    0.0179532
624.957    0.973665    0.659012  0.567005    0.554549    0.0184615    0.0177704  0.0175631    0.0175349
625.292    0.973357    0.666157  0.563462    0.56257     0.0225005    0.0219253  0.0217297    0.021728
625.628    0.980855    0.664113  0.566749    0.573413    0.0217757    0.0211129  0.0209049    0.0209192
625.963    0.963241    0.649294  0.552214    0.547118    0.0223338    0.0216769  0.0214697    0.0214588
626.299    0.950755    0.644661  0.558334    0.539845    0.0217305    0.0210955  0.0209129    0.0208736
626.634    0.952819    0.670487  0.559773    0.556952    0.0209928    0.0204078  0.0201738    0.0201678
626.969    0.987503    0.685705  0.57768     0.570768    0.0194651    0.0187723  0.018518     0.0185016
627.304    0.994338    0.707668  0.603306    0.600174    0.0232934    0.0226725  0.0224422    0.0224353
627.64     0.972624    0.653114  0.571507    0.564511    0.0195441    0.0185714  0.0183147    0.0182925
627.975    0.960492    0.631622  0.547653    0.541203    0.0238106    0.0229876  0.0227727    0.0227561
628.31     0.925221    0.634745  0.53594     0.527936    0.0205894    0.0198246  0.0195576    0.0195358
628.645    0.963006    0.67711   0.571429    0.563169    0.0194454    0.0187098  0.0184305    0.0184085
628.98     0.972504    0.687027  0.598023    0.572651    0.0216739    0.0209947  0.0207784    0.0207163
629.315    0.964725    0.672783  0.570644    0.574341    0.0222374    0.0215429  0.0212946    0.0213036
629.65     0.951126    0.646314  0.559583    0.555363    0.0232824    0.0225766  0.0223716    0.0223616
629.985    0.961493    0.661208  0.562443    0.556906    0.0216395    0.0208881  0.0206351    0.0206208
630.319    0.986344    0.689144  0.58364     0.581459    0.0212628    0.0204425  0.0201432    0.020137
630.654    0.951974    0.6504    0.55939     0.556095    0.0209036    0.020025   0.0197521    0.0197422
630.989    0.961969    0.660204  0.563485    0.555365    0.0209424    0.0200762  0.0197906    0.0197665
631.323    0.975124    0.671629  0.579922    0.571609    0.0192168    0.018225   0.0179145    0.0178861
631.658    0.981428    0.680654  0.586355    0.583676    0.0175905    0.0164455  0.0160697    0.0160589
631.993    0.973278    0.677006  0.576324    0.574526    0.0235255    0.0226145  0.0222964    0.0222907
632.327    0.945391    0.653589  0.566088    0.551241    0.0218771    0.0208916  0.0205869    0.0205348
632.662    0.946423    0.657171  0.571012    0.560683    0.0214635    0.0204714  0.0201664    0.0201295
632.996    0.955148    0.660457  0.568411    0.563375    0.0238155    0.022933   0.0226503    0.0226347
633.33     0.9636      0.680276  0.589048    0.569183    0.0207805    0.0198215  0.0195027    0.0194326
633.665    0.969888    0.696515  0.605576    0.587242    0.0219387    0.0210339  0.0207242    0.0206612
633.999    0.969512    0.678302  0.575585    0.579794    0.0263189    0.0254746  0.02517      0.0251826
634.333    0.967682    0.670889  0.575573    0.564811    0.0187983    0.0175396  0.0171157    0.0170672
634.667    0.960754    0.654461  0.566617    0.567171    0.022566     0.0214932  0.0211755    0.0211775
635.001    0.927226    0.6517    0.563989    0.54979     0.0214663    0.0205097  0.0201957    0.0201444
635.335    0.932535    0.643906  0.559311    0.545331    0.0182874    0.0171724  0.0168316    0.0167746
635.669    0.943337    0.660279  0.568884    0.553764    0.0201245    0.0192171  0.0189148    0.0188643
636.003    0.952869    0.688799  0.586209    0.573071    0.0212233    0.0204228  0.0201032    0.020062
636.337    0.966825    0.678076  0.58941     0.580616    0.0225886    0.0216995  0.0214191    0.0213911
636.671    0.957719    0.666518  0.577625    0.569605    0.0215028    0.0204613  0.0201327    0.0201027
637.005    0.962887    0.657419  0.562392    0.566712    0.0221694    0.0210169  0.0206452    0.0206623
637.339    0.954315    0.644597  0.560631    0.554148    0.0242728    0.0232027  0.0229039    0.0228807
