1,660,40,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,650,700
2,705,50,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,530,590
3,767.5,75,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,390,440
4,845,75,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,240,290
5.0,937.5,105,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,-120,0.01
5.1,937.5,115,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,30,150
5.2,937.5,140,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,-120,0.01
6,1040,100,1,10,3,90,80,18,6,1350,3,6,3,17.33,17.33,-270,-220
